ticker,market,currency,price,day_chg,ytd_chg,ret_1m,ret_3m,ret_6m,ret_1y,high_52w,low_52w,from_ath,rsi,vol_ratio,ma5,ma10,ma20,ma50,ma200,score,name
CAT,US,USD,830.7899780273438,-0.53,39.42,18.37,30.89,60.29,174.04,835.24,303.17,-0.53,83.0,0.99,814.75,798.98,764.48,740.55,577.69,63,CAT
ETN,US,USD,423.9200134277344,-0.14,29.92,18.71,27.98,14.5,48.59,424.5,284.24,-0.14,86.4,1.0,415.91,407.88,389.29,375.24,359.76,63,ETN
EQIX,US,USD,1108.760009765625,-0.59,45.9,15.09,38.25,34.81,35.36,1115.29,722.15,-0.59,80.1,1.21,1104.93,1085.13,1042.89,991.53,832.11,63,EQIX
EME,US,USD,869.9000244140625,-0.37,36.36,19.83,23.12,25.07,112.45,873.11,399.93,-0.37,81.9,1.13,854.43,829.93,794.18,768.52,674.97,63,EME
9824.T,JP,JPY,6380.0,4.08,17.06,5.45,11.34,41.95,55.89,6540.0,4002.69,-2.45,61.3,2.6,6160.0,6241.0,6207.0,6234.8,5104.13,63,9824.T
3103.T,JP,JPY,2565.0,-10.03,781.44,115.73,557.69,1163.55,1533.76,3745.0,144.0,-31.51,68.1,0.95,3008.2,2671.4,1925.8,1674.06,620.62,62,3103.T
9412.T,JP,JPY,3285.0,3.63,63.13,8.52,53.95,128.9,205.31,3405.0,1075.96,-3.52,60.4,1.11,3271.0,3227.5,3129.9,2961.51,1995.26,62,9412.T
UNH,US,USD,354.9200134277344,0.1,6.33,32.41,1.72,-0.1,-12.83,408.48,232.89,-13.11,93.4,0.92,346.5,331.48,308.19,292.81,310.08,61,UNH
XYZ,US,USD,71.62999725341797,2.43,9.95,20.65,8.69,-8.82,23.31,81.11,46.53,-11.69,73.8,0.72,71.94,69.8,64.94,61.16,68.13,61,XYZ
5805.T,JP,JPY,15500.0,2.85,42.58,14.81,36.36,117.33,154.5,17259.37,6090.34,-10.19,70.0,1.06,14996.0,14588.0,13837.0,14122.43,10386.72,61,5805.T
BEN,US,USD,27.1200008392334,1.12,15.61,16.64,7.7,23.04,53.16,27.75,17.71,-2.29,78.8,1.15,27.28,26.89,25.33,25.35,23.95,60,BEN
7419.T,JP,JPY,1256.0,3.63,5.08,14.49,2.28,0.97,50.52,1363.06,834.11,-7.85,66.0,1.54,1213.2,1163.6,1141.35,1120.24,1154.31,60,7419.T
6706.T,JP,JPY,3325.0,-0.15,27.9,9.38,20.15,78.27,84.44,3368.52,1742.12,-1.29,73.1,0.6,3309.0,3275.5,3175.0,3125.79,2455.5,60,6706.T
MS,US,USD,188.07000732421875,-0.31,3.96,15.22,3.97,19.43,66.47,191.62,112.8,-1.85,77.0,0.56,189.56,188.0,178.01,170.34,163.49,60,MS
JCI,US,USD,141.9199981689453,0.13,16.39,7.87,23.71,28.77,76.24,145.01,80.53,-2.13,67.7,0.55,140.83,140.47,137.57,137.31,118.67,60,JCI
6817.T,JP,JPY,1312.0,-1.65,13.49,15.59,7.63,21.4,55.43,1337.0,844.09,-1.87,78.0,1.04,1325.2,1285.2,1221.85,1191.02,1106.5,60,6817.T
PCAR,US,USD,127.0,0.02,14.14,10.12,4.28,30.19,41.75,129.48,86.5,-1.92,69.0,1.05,126.75,126.06,122.61,121.44,107.74,60,PCAR
2337.T,JP,JPY,515.0,0.39,19.99,8.42,30.01,42.25,41.86,524.0,353.29,-1.72,71.6,0.57,514.8,506.7,496.15,471.74,418.33,60,2337.T
6622.T,JP,JPY,13900.0,1.31,31.39,15.56,16.14,45.14,134.27,14747.2,5874.4,-5.74,66.2,0.72,13920.0,14016.0,13252.0,13162.67,9983.92,59,6622.T
NTRS,US,USD,164.00999450683594,-0.83,18.42,18.87,10.21,33.02,83.58,171.74,89.34,-4.5,77.7,1.09,165.59,160.98,152.49,145.44,135.23,59,NTRS
MAR,US,USD,367.1499938964844,-0.3,17.37,12.71,16.15,36.72,56.91,378.72,233.99,-3.06,68.9,0.77,371.34,368.7,352.04,341.46,298.83,59,MAR
6268.T,JP,JPY,4688.0,1.65,22.4,10.41,12.94,26.94,128.74,5083.0,2049.48,-7.77,65.6,0.84,4728.2,4707.5,4493.0,4517.34,3708.07,59,6268.T
META,US,USD,675.030029296875,2.41,3.87,23.28,0.48,-7.88,23.73,788.15,525.72,-14.35,79.6,0.81,669.73,668.27,624.47,629.62,679.03,59,META
7730.T,JP,JPY,1790.0,-0.72,22.94,13.36,11.64,20.53,58.68,1895.0,1115.93,-5.54,72.7,0.78,1837.6,1764.7,1649.65,1603.52,1426.99,59,7730.T
C,US,USD,127.9800033569336,-0.41,8.38,13.85,12.04,33.84,91.89,133.05,66.41,-3.81,69.7,0.53,130.19,130.0,123.3,115.82,105.76,59,C
9962.T,JP,JPY,3042.0,1.37,22.58,10.42,17.86,32.42,47.19,3149.23,1814.64,-3.41,69.3,0.79,3075.2,3044.45,2923.57,2929.24,2462.57,59,9962.T
2531.T,JP,JPY,1780.0,-2.47,12.02,12.06,10.96,4.0,53.4,1874.5,1116.71,-5.04,61.1,0.8,1832.7,1812.2,1740.95,1617.7,1549.77,59,2531.T
7725.T,JP,JPY,1667.0,-0.12,16.25,18.73,13.79,18.84,42.22,1754.0,1101.71,-4.96,71.6,0.74,1703.2,1659.7,1551.45,1478.82,1416.01,59,7725.T
SLB,US,USD,56.150001525878906,2.58,40.5,7.34,13.64,58.09,67.63,56.15,31.29,0.0,79.6,1.43,54.04,53.04,52.14,50.3,40.54,58,SLB
SNPS,US,USD,500.82000732421875,9.62,4.25,24.6,-0.44,9.81,12.14,645.35,380.47,-22.4,78.8,1.68,472.69,452.92,424.21,426.57,481.38,58,SNPS
6823.T,JP,JPY,3195.0,-1.08,22.17,14.39,16.11,25.86,37.34,3240.0,2245.94,-1.39,81.1,0.94,3219.0,3158.5,2982.15,2908.55,2658.27,58,6823.T
6616.T,JP,JPY,1891.0,-1.46,34.24,12.03,23.23,24.26,63.99,2086.0,1043.68,-9.35,62.7,0.72,1989.8,1973.7,1837.9,1721.14,1568.1,58,6616.T
7384.T,JP,JPY,3435.0,-1.43,58.4,10.1,24.82,103.2,116.83,3870.0,1384.7,-11.24,61.1,0.66,3555.0,3584.0,3381.75,3134.54,2145.27,58,7384.T
6963.T,JP,JPY,3765.0,3.98,66.6,17.22,38.93,60.3,211.21,3811.0,1209.8,-1.21,58.9,1.34,3726.4,3718.6,3589.15,3216.56,2431.91,58,6963.T
NSC,US,USD,319.7099914550781,-0.54,11.57,12.86,11.4,13.68,47.14,321.44,215.57,-0.54,80.9,0.66,309.17,304.58,296.78,300.09,288.08,58,NSC
7721.T,JP,JPY,8100.0,0.25,40.94,16.55,22.32,60.37,146.12,9157.3,3072.32,-11.55,66.2,1.01,7892.0,7726.0,7430.5,7839.59,5894.33,58,7721.T
6525.T,JP,JPY,6646.0,1.02,12.09,24.11,0.81,35.7,167.33,7237.0,2486.1,-8.17,73.2,0.58,6698.0,6857.5,6186.4,5996.56,4806.51,58,6525.T
8065.T,JP,JPY,2712.0,0.33,21.64,13.38,16.49,30.02,98.86,2771.0,1363.76,-2.13,81.7,1.1,2716.2,2687.6,2553.7,2445.75,2068.61,58,8065.T
MAS,US,USD,74.18000030517578,-1.62,15.55,23.24,8.61,7.74,25.09,77.49,58.6,-4.27,82.2,1.02,71.4,67.97,64.27,65.93,67.05,57,MAS
MET,US,USD,77.69999694824219,2.16,-2.57,11.41,1.41,0.83,6.41,82.02,67.7,-5.27,75.4,0.78,77.18,77.0,74.18,73.26,76.65,57,MET
6645.T,JP,JPY,5093.0,-0.78,28.95,15.3,28.6,18.05,24.65,5487.4,3418.29,-7.19,82.2,0.8,5119.6,4992.0,4752.45,4763.86,4145.35,57,6645.T
6440.T,JP,JPY,730.0,1.25,41.75,10.44,32.97,65.55,95.54,770.0,330.22,-5.19,83.0,1.17,721.2,718.9,691.8,690.78,505.06,57,6440.T
6376.T,JP,JPY,2644.0,2.64,63.31,11.09,44.8,77.79,134.54,2840.0,1117.6,-6.9,48.5,1.44,2597.0,2679.0,2657.65,2479.58,1751.19,57,6376.T
4462.T,JP,JPY,2700.0,2.08,21.79,11.52,13.48,34.48,31.13,3022.53,1816.79,-10.67,69.3,1.01,2653.6,2634.1,2537.45,2559.48,2200.44,56,4462.T
5741.T,JP,JPY,2860.0,2.29,32.06,28.48,20.45,63.58,148.67,3352.35,1150.14,-14.69,56.4,0.69,2882.4,2945.5,2816.55,2617.02,1999.09,56,5741.T
REG,US,USD,80.19000244140625,-0.68,19.15,7.83,13.6,12.98,16.92,81.12,65.81,-1.15,69.5,0.56,80.21,79.91,78.28,77.29,71.42,55,REG
9534.T,JP,JPY,921.0,1.43,20.41,6.04,13.67,35.25,80.42,921.0,510.47,0.0,65.1,0.85,909.6,906.9,893.8,885.55,738.43,55,9534.T
CSCO,US,USD,89.01000213623047,0.47,17.69,8.92,16.21,28.04,60.57,89.8,55.43,-0.88,79.7,0.87,88.96,86.29,83.15,80.18,73.8,55,CSCO
MGM,US,USD,39.540000915527344,1.54,8.36,5.24,15.95,19.56,24.85,39.77,30.72,-0.58,65.6,0.83,39.25,38.52,37.72,36.77,35.57,55,MGM
1721.T,JP,JPY,5554.0,-0.05,20.96,9.68,12.71,48.48,82.97,5694.53,3035.52,-2.47,73.6,1.41,5540.0,5386.3,5268.4,5302.86,4291.57,55,1721.T
2207.T,JP,JPY,3205.0,-2.29,31.65,10.9,28.93,53.15,51.93,3280.0,1957.76,-2.29,59.1,1.4,3251.0,3225.0,3149.7,2902.98,2387.34,55,2207.T
KIM,US,USD,23.690000534057617,-0.63,19.42,6.42,14.89,9.2,22.03,24.19,19.06,-2.07,70.4,0.68,23.77,23.71,23.16,23.01,21.28,55,KIM
5393.T,JP,JPY,3152.0,1.61,38.01,5.28,17.45,75.17,105.93,3169.28,1530.63,-0.55,75.2,0.74,3102.6,3093.3,3019.03,2935.19,2260.16,55,5393.T
6958.T,JP,JPY,609.0,1.33,22.75,9.73,16.41,74.78,65.6,621.0,304.04,-1.93,72.5,0.91,613.8,603.4,583.9,577.58,452.48,55,6958.T
HST,US,USD,20.899999618530273,-0.81,16.32,8.77,12.78,29.49,58.97,21.29,13.15,-1.83,71.7,0.54,21.05,20.88,20.08,19.59,17.48,55,HST
3778.T,JP,JPY,3645.0,1.39,31.51,39.28,32.22,13.59,0.74,4611.19,2467.0,-20.95,54.2,0.29,3726.0,3572.5,3257.2,3017.74,3103.15,55,3778.T
WELL,US,USD,208.75,0.24,12.06,6.76,14.08,19.45,44.41,214.72,141.71,-2.78,60.1,0.65,206.51,208.69,204.9,205.63,184.75,55,WELL
8399.T,JP,JPY,2455.0,1.03,33.72,7.58,10.75,74.68,146.63,2520.0,976.29,-2.58,62.9,1.41,2428.6,2444.7,2387.6,2327.42,1728.87,55,8399.T
9319.T,JP,JPY,2179.0,0.74,52.33,14.81,27.12,63.89,53.59,2218.0,1283.13,-1.76,45.8,0.65,2183.0,2184.5,2157.05,1921.75,1539.04,55,9319.T
FRT,US,USD,111.04000091552734,-0.41,13.33,8.23,10.5,12.63,23.05,112.53,87.65,-1.32,70.4,0.49,111.23,110.8,108.44,106.62,98.83,55,FRT
5333.T,JP,JPY,4428.0,1.12,30.99,7.95,16.98,78.61,165.93,4561.0,1665.1,-2.92,67.5,0.93,4470.4,4469.1,4328.1,4222.2,3093.46,55,5333.T
PLD,US,USD,142.10000610351562,-0.17,11.0,9.53,13.3,14.78,43.82,145.1,98.77,-2.07,75.2,0.58,142.56,141.54,137.53,136.26,122.85,55,PLD
6118.T,JP,JPY,1197.0,0.25,3.1,11.56,-1.72,33.29,41.03,1244.1,838.1,-3.79,61.2,0.72,1206.6,1211.7,1180.8,1138.16,1028.42,54,6118.T
6506.T,JP,JPY,5150.0,-0.02,4.4,19.13,0.83,15.84,79.05,5515.0,2780.95,-6.62,72.1,0.6,5314.4,5271.4,4827.35,4833.52,4113.42,54,6506.T
IBKR,US,USD,76.62000274658203,0.95,14.09,15.74,1.79,14.33,81.98,81.71,42.1,-6.23,67.1,0.63,78.3,78.39,73.34,71.26,67.85,54,IBKR
4275.T,JP,JPY,2848.0,-1.18,51.42,8.08,23.52,103.74,175.15,3046.07,1028.17,-6.5,66.8,1.18,2705.6,2681.5,2636.15,2671.03,1839.19,54,4275.T
4047.T,JP,JPY,1646.0,0.86,45.64,9.95,26.69,57.26,99.46,1761.41,794.69,-6.55,73.3,0.45,1647.6,1653.5,1554.9,1571.35,1136.88,54,4047.T
3774.T,JP,JPY,2778.0,-0.64,2.52,14.49,6.13,4.22,8.73,2943.96,2129.88,-5.64,66.1,0.85,2748.7,2685.35,2611.32,2405.37,2632.17,54,3774.T
BA,US,USD,232.44000244140625,-0.73,2.05,19.59,-6.44,6.74,30.62,252.15,177.95,-7.82,68.3,0.85,228.42,225.42,216.32,218.59,219.65,54,BA
4021.T,JP,JPY,6660.0,-0.24,26.77,9.7,23.44,28.91,66.41,6980.52,4002.21,-4.59,70.7,0.95,6636.8,6546.5,6377.6,6372.22,5424.32,54,4021.T
MSCI,US,USD,592.6900024414062,-0.89,5.27,10.85,0.15,10.79,12.2,622.3,509.83,-4.76,67.0,0.56,592.62,575.5,558.21,553.5,560.0,54,MSCI
GS,US,USD,926.9099731445312,-0.47,1.91,12.68,-0.01,24.72,73.64,970.75,533.8,-4.52,68.0,0.61,932.27,918.72,890.72,868.69,819.84,54,GS
SPG,US,USD,201.16000366210938,-1.23,10.61,10.65,9.79,15.26,34.8,207.56,149.23,-3.08,67.7,0.73,203.76,203.17,196.59,194.26,180.24,54,SPG
ROK,US,USD,401.17999267578125,-1.89,1.01,13.07,-4.24,13.13,63.99,428.82,242.82,-6.45,69.4,1.25,408.17,406.98,389.0,382.95,372.78,54,ROK
GRMN,US,USD,259.3900146484375,-0.54,28.62,9.88,25.84,4.53,32.52,267.52,183.76,-3.04,70.2,0.79,263.96,264.35,252.86,244.34,225.68,54,GRMN
AME,US,USD,232.9499969482422,-0.87,11.56,10.16,6.15,23.51,40.66,241.08,165.21,-3.37,67.2,0.72,233.75,233.42,226.91,225.73,202.49,54,AME
CVS,US,USD,77.94000244140625,-1.17,-1.07,10.46,-6.25,-2.22,23.68,83.14,57.3,-6.25,63.9,0.98,77.03,76.66,75.33,75.49,73.87,54,CVS
6361.T,JP,JPY,5304.0,-0.09,36.49,18.79,6.78,37.87,161.35,5680.0,2029.49,-6.62,69.7,0.86,5270.4,5170.8,4902.2,5055.34,3997.1,54,6361.T
6564.T,JP,JPY,2136.0,-1.11,14.01,10.22,8.66,12.87,-5.82,2283.79,1750.74,-6.47,63.4,0.68,2166.2,2128.3,2063.05,1995.57,1967.16,54,6564.T
7745.T,JP,JPY,2848.0,0.74,38.77,9.29,21.07,45.88,70.56,3030.0,1669.75,-6.01,61.3,0.66,2874.4,2928.8,2818.95,2723.77,2171.33,54,7745.T
6674.T,JP,JPY,6250.0,-1.15,66.32,16.8,67.07,63.86,159.86,6778.0,2405.15,-7.79,58.5,0.85,6459.4,6536.6,6190.55,5471.95,3978.24,54,6674.T
CDNS,US,USD,332.8900146484375,5.9,7.25,18.63,3.38,-1.3,14.94,373.37,265.66,-10.84,69.7,1.47,324.63,312.58,295.02,293.92,321.33,53,CDNS
SMCI,US,USD,29.079999923706055,8.71,-6.07,30.93,-5.58,-39.32,-20.26,60.71,20.53,-52.1,77.1,1.2,28.45,27.97,25.39,28.09,38.36,53,SMCI
6498.T,JP,JPY,2065.0,0.93,18.61,15.43,5.04,23.3,100.32,2306.0,1030.84,-10.45,60.8,2.53,2076.2,2134.5,2029.3,2015.74,1714.8,53,6498.T
6653.T,JP,JPY,2493.0,-2.39,6.09,10.31,10.65,44.79,111.62,2844.0,1178.08,-12.34,60.7,1.4,2683.6,2640.1,2470.35,2424.16,2046.4,53,6653.T
9702.T,JP,JPY,2087.0,2.56,20.85,1.46,15.3,19.66,63.42,2131.0,1277.09,-2.06,66.1,2.26,2065.2,2066.6,2034.55,1997.2,1726.51,53,9702.T
4975.T,JP,JPY,6250.0,1.63,29.03,10.7,10.7,36.72,100.49,6903.97,3029.06,-9.47,71.8,1.36,6234.0,6231.0,5970.5,6043.64,4851.52,53,4975.T
8715.T,JP,JPY,1543.0,3.77,52.25,10.93,45.68,94.37,174.86,1680.0,561.37,-8.15,56.0,1.08,1494.0,1560.1,1514.6,1352.23,988.27,51,8715.T
4187.T,JP,JPY,4295.0,2.63,6.18,17.35,4.0,27.29,87.41,4755.0,2291.78,-9.67,73.6,1.07,4259.0,4246.0,3958.25,4118.6,3601.01,51,4187.T
APH,US,USD,149.7100067138672,-0.31,7.37,21.59,-3.57,11.07,98.77,165.92,75.32,-9.77,81.4,0.65,150.55,149.38,139.36,138.43,129.6,51,APH
7735.T,JP,JPY,10610.0,2.66,33.73,12.14,9.58,56.12,136.63,11747.53,4483.78,-9.68,67.4,0.76,10531.0,10727.0,10108.1,10151.06,7626.81,51,7735.T
ABNB,US,USD,142.82000732421875,0.67,7.38,8.97,7.07,12.15,16.58,144.18,111.54,-0.94,75.8,0.82,143.02,139.61,132.99,131.06,128.26,50,ABNB
3546.T,JP,JPY,1455.0,0.07,18.0,-0.27,31.44,37.39,43.45,1463.0,983.89,-0.55,66.7,0.65,1454.2,1454.0,1453.65,1453.28,1174.35,50,3546.T
2175.T,JP,JPY,1805.0,0.84,36.09,9.16,9.68,19.14,59.0,1805.0,1135.25,0.0,78.0,1.09,1785.4,1761.6,1720.85,1690.72,1521.44,50,2175.T
6197.T,JP,JPY,1117.0,0.0,30.03,0.27,24.67,120.75,156.66,1117.0,401.96,0.0,66.7,0.32,1116.4,1116.3,1116.05,1031.82,697.18,50,6197.T
9790.T,JP,JPY,3365.0,-0.74,9.85,7.96,1.89,10.38,-1.46,3440.0,2855.13,-2.18,72.2,0.69,3394.0,3401.5,3314.25,3272.02,3135.29,50,9790.T
SBUX,US,USD,98.66999816894531,-0.87,18.26,8.17,3.09,17.07,20.98,101.44,77.4,-2.73,66.9,0.88,98.9,98.71,95.59,96.14,89.11,50,SBUX
4819.T,JP,JPY,2685.0,-3.35,0.6,34.92,7.15,-16.08,-39.13,5031.17,1847.37,-46.63,74.0,4.63,2460.0,2361.8,2220.6,2080.33,2944.46,50,4819.T
7740.T,JP,JPY,1083.0,-2.17,4.03,6.39,1.98,4.48,44.05,1115.0,751.8,-2.87,63.5,1.05,1097.2,1092.1,1061.35,1032.5,1003.96,50,7740.T
6652.T,JP,JPY,3220.0,-0.16,11.62,5.23,9.91,39.04,51.27,3285.0,2095.27,-1.98,60.2,0.66,3224.0,3233.5,3166.9,3129.49,2640.85,50,6652.T
8081.T,JP,JPY,2280.0,1.42,7.29,7.04,5.58,10.35,62.87,2322.74,1385.37,-1.84,78.6,0.99,2264.8,2267.2,2192.15,2190.69,2058.18,50,8081.T
4974.T,JP,JPY,1143.0,0.09,43.77,-0.44,37.05,18.08,40.76,1150.0,755.0,-0.61,60.9,0.34,1142.2,1142.0,1143.15,1127.06,932.46,50,4974.T
7347.T,JP,JPY,799.0,0.5,-0.75,12.22,-2.56,-3.98,0.87,864.23,692.0,-7.55,84.3,1.72,787.2,761.1,742.15,742.98,797.79,50,7347.T
AFL,US,USD,114.62000274658203,-0.43,4.53,5.92,5.77,7.7,8.49,116.85,96.54,-1.91,66.8,0.89,115.03,114.04,112.12,111.37,108.37,50,AFL
1951.T,JP,JPY,2868.5,0.58,9.96,5.83,5.95,34.36,78.62,2957.0,1601.02,-2.99,63.1,1.2,2836.7,2810.0,2790.03,2773.37,2377.47,50,1951.T
3132.T,JP,JPY,2535.5,5.58,5.45,7.1,-2.58,19.9,38.58,2743.44,1649.35,-7.58,77.0,1.31,2437.4,2396.0,2356.53,2422.86,2235.84,49,3132.T
4027.T,JP,JPY,1884.0,-0.74,57.88,17.31,31.98,47.4,52.63,1968.0,1170.84,-4.27,44.6,0.72,1897.0,1896.8,1875.55,1741.16,1381.27,49,4027.T
6644.T,JP,JPY,1904.0,-0.1,53.91,3.93,60.56,52.81,134.27,2001.0,812.74,-4.85,69.8,0.61,1907.6,1935.0,1863.3,1748.17,1320.53,49,6644.T
5334.T,JP,JPY,8360.0,-0.55,21.76,9.7,18.87,43.34,101.83,8737.0,4142.09,-4.31,67.9,0.62,8495.0,8397.7,8011.25,7689.57,6364.94,49,5334.T
ETR,US,USD,113.63999938964844,-0.25,21.87,10.48,20.45,20.36,37.99,117.44,78.93,-3.24,47.2,0.85,112.59,113.98,113.93,108.22,95.68,49,ETR
6952.T,JP,JPY,1640.5,-0.91,27.12,12.17,24.23,32.25,50.04,1776.0,1013.81,-7.63,55.4,0.72,1685.3,1707.45,1629.47,1550.58,1318.53,49,6952.T
7715.T,JP,JPY,2998.0,0.37,23.64,6.01,10.14,32.99,68.7,3110.0,1751.67,-3.6,62.1,0.72,3035.0,3054.5,2961.15,2923.15,2407.36,49,7715.T
3046.T,JP,JPY,6540.0,0.31,19.99,24.81,30.17,-14.4,-22.97,10098.08,4930.12,-35.24,70.7,0.87,6478.0,6445.0,5899.5,5514.86,6737.67,48,3046.T
SYF,US,USD,76.30000305175781,-0.42,-9.5,14.22,-1.16,5.03,51.09,88.11,50.5,-13.4,71.5,0.94,77.56,76.67,72.89,70.17,73.66,48,SYF
FITB,US,USD,49.65999984741211,-2.42,5.03,10.35,-0.76,20.12,45.81,54.59,34.06,-9.03,62.7,0.59,50.64,50.25,48.78,48.18,45.33,48,FITB
TFC,US,USD,50.72999954223633,-1.3,3.02,12.81,2.1,18.86,41.15,55.25,35.94,-8.19,70.0,0.65,51.0,50.41,48.9,48.27,46.46,48,TFC
6301.T,JP,JPY,6907.0,-0.9,38.35,8.43,23.52,29.5,78.8,7684.4,3862.98,-10.12,63.8,0.97,6946.2,6944.3,6697.7,6884.36,5568.69,48,6301.T
CRH,US,USD,118.0,0.72,-6.35,14.34,-3.53,0.46,28.6,130.92,87.84,-9.87,73.5,0.48,117.43,116.95,112.42,112.05,114.26,48,CRH
6479.T,JP,JPY,3086.0,1.95,-2.36,14.42,-7.14,5.56,51.38,3465.87,1862.36,-10.96,77.8,0.79,3085.8,2998.85,2826.62,2928.68,2840.7,48,6479.T
DHI,US,USD,159.89999389648438,-2.63,10.04,17.61,6.9,1.45,29.89,182.95,115.9,-12.6,70.6,0.75,160.17,152.78,145.88,148.63,153.1,48,DHI
6103.T,JP,JPY,4170.0,1.71,16.14,14.88,6.48,18.25,37.25,4601.62,3038.31,-9.38,65.2,1.06,4221.0,4248.0,4028.25,4082.56,3721.05,48,6103.T
NEM,US,USD,120.69999694824219,8.68,19.49,21.48,-3.95,36.43,126.68,131.68,48.04,-8.34,58.7,1.21,113.55,114.65,113.67,114.71,94.11,48,NEM
EMR,US,USD,141.35000610351562,-0.77,4.47,11.91,-4.85,7.0,36.5,161.07,102.79,-12.24,64.6,0.85,143.63,143.43,138.82,139.95,137.04,48,EMR
6254.T,JP,JPY,3660.0,-1.61,22.91,15.82,3.71,-2.03,54.65,4036.14,1986.06,-9.32,75.5,0.64,3759.0,3714.5,3482.75,3257.05,3130.33,48,6254.T
6501.T,JP,JPY,5229.0,0.5,3.18,10.88,-1.32,14.27,47.87,5818.0,3497.46,-10.12,71.9,0.85,5161.6,5121.0,4923.8,4921.38,4681.94,48,6501.T
9678.T,JP,JPY,4600.0,1.43,15.58,4.55,17.2,28.13,48.52,4600.0,3037.75,0.0,61.9,1.81,4541.0,4512.5,4477.25,4325.6,3778.28,48,9678.T
ASML,US,USD,1457.699951171875,2.81,25.42,9.64,3.27,41.08,117.12,1526.51,662.37,-4.51,65.8,0.89,1450.93,1462.55,1406.91,1403.18,1099.12,47,ASML
9517.T,JP,JPY,991.0,3.12,66.93,8.9,58.34,43.36,19.27,1070.0,588.77,-7.38,47.2,0.56,956.0,969.1,981.75,854.53,718.68,47,9517.T
7717.T,JP,JPY,4920.0,2.29,58.84,9.58,53.44,37.31,154.3,5200.0,1934.7,-5.38,59.1,0.55,4964.0,5026.0,4737.25,4487.9,3433.08,47,7717.T
4973.T,JP,JPY,5110.0,3.65,48.05,6.5,27.42,72.61,83.86,5551.49,2698.26,-7.95,57.3,6.85,4963.0,4942.0,4875.5,4907.56,3665.4,47,4973.T
2760.T,JP,JPY,3415.0,4.59,1.46,9.42,-3.73,15.4,19.11,3753.04,2395.36,-9.01,70.6,2.74,3279.0,3271.5,3183.85,3274.06,3053.77,46,2760.T
6332.T,JP,JPY,3055.0,3.81,8.68,8.37,1.59,19.86,60.68,3436.24,1901.35,-11.09,66.1,4.49,2947.0,2921.9,2880.75,3028.85,2765.4,46,6332.T
8154.T,JP,JPY,4200.0,3.19,9.24,9.8,6.65,21.5,72.58,4320.92,2433.64,-2.8,81.8,1.4,4105.0,4085.5,3950.5,3973.8,3551.28,46,8154.T
6807.T,JP,JPY,2484.0,2.1,-1.33,6.93,-3.67,-3.93,14.26,2871.91,2174.06,-13.51,70.1,2.55,2463.8,2450.3,2402.25,2428.7,2455.49,46,6807.T
VTRS,US,USD,14.59000015258789,-1.08,18.1,9.12,11.73,44.38,87.82,15.99,7.77,-8.77,69.2,1.62,14.69,14.38,13.88,14.28,11.6,46,VTRS
8541.T,JP,JPY,1722.0,3.05,15.76,6.23,0.07,45.67,73.02,1996.6,967.0,-13.75,60.8,2.11,1731.8,1762.8,1700.4,1713.51,1383.66,46,8541.T
7600.T,JP,JPY,582.0,2.11,20.64,3.56,20.64,16.43,5.75,684.3,455.23,-14.95,61.3,3.13,574.0,566.0,560.1,562.19,512.19,46,7600.T
APD,US,USD,301.760009765625,-0.62,21.23,3.58,15.62,19.98,16.0,303.65,227.66,-0.62,60.8,0.54,298.62,297.26,295.2,285.75,271.02,45,APD
HAL,US,USD,40.36000061035156,1.79,37.01,4.05,18.72,49.94,98.88,40.42,18.84,-0.15,62.8,0.83,38.79,38.29,38.37,36.62,28.47,45,HAL
4385.T,JP,JPY,3995.0,-1.58,27.84,6.14,31.41,72.79,72.98,4108.0,2084.5,-2.75,52.9,0.7,4041.8,3911.5,3872.65,3655.04,2867.5,45,4385.T
ROST,US,USD,226.3699951171875,-0.24,24.14,5.63,20.94,45.13,63.64,228.25,125.73,-0.82,57.7,0.46,226.69,225.16,221.84,212.65,174.35,45,ROST
EXR,US,USD,142.08999633789062,-0.4,9.75,8.89,2.6,-3.53,5.44,151.0,123.73,-5.9,66.6,0.8,143.33,142.59,138.17,140.43,137.3,44,EXR
HSIC,US,USD,77.54000091552734,-0.87,0.94,5.2,-0.06,21.94,18.98,83.35,62.03,-6.97,64.7,0.84,78.37,77.85,75.96,76.85,72.5,44,HSIC
IEX,US,USD,204.74000549316406,-0.92,14.76,7.91,4.87,22.04,20.19,214.58,156.29,-4.59,70.3,0.53,205.23,204.23,198.28,199.08,179.87,44,IEX
DOV,US,USD,224.77999877929688,-1.48,15.09,7.44,8.47,24.67,34.45,232.78,160.34,-3.44,68.0,0.85,222.26,219.77,214.77,217.28,192.98,44,DOV
NDSN,US,USD,282.3599853515625,-0.52,17.51,6.57,4.39,20.46,52.11,298.37,185.63,-5.37,74.3,0.59,282.29,280.21,273.49,277.37,245.22,44,NDSN
EG,US,USD,343.3800048828125,-2.12,3.3,6.02,5.63,-1.07,-1.59,362.6,303.02,-5.3,62.7,0.54,347.93,345.58,336.47,332.23,331.01,44,EG
PH,US,USD,974.469970703125,0.06,9.21,8.1,4.63,27.69,64.46,1023.02,591.62,-4.75,64.8,0.78,974.38,975.6,949.41,954.46,845.03,44,PH
5301.T,JP,JPY,1053.5,0.57,8.38,9.37,0.0,-1.54,22.06,1140.0,863.09,-7.59,74.7,0.83,1046.8,1036.15,1013.7,1009.46,1013.34,44,5301.T
